Device,Time,Memory,Order,NSamples,NTraces,"NLabels, type"
CPU,0.0222684985111111,62176,8,1000,10000,4 vec label
CPU,0.0863798037758621,62176,8,1000,50000,4 vec label
CPU,0.162178747677419,62176,8,1000,100000,4 vec label
CPU,0.315470244625,62176,8,1000,200000,4 vec label
CPU,0.798687613857143,62176,8,1000,500000,4 vec label
CPU,0.0403456845887097,62176,8,2000,10000,4 vec label
CPU,0.166920708066667,62176,8,2000,50000,4 vec label
CPU,0.316085840875,62176,8,2000,100000,4 vec label
CPU,0.615320280111111,62176,8,2000,200000,4 vec label
CPU,1.5276093995,62176,8,2000,500000,4 vec label
CPU,0.0972085307692308,62176,8,5000,10000,4 vec label
CPU,0.385990037230769,62176,8,5000,50000,4 vec label
CPU,0.770165879571429,62176,8,5000,100000,4 vec label
CPU,1.473533237,62176,8,5000,200000,4 vec label
CPU,3.648633779,62176,8,5000,500000,4 vec label
CPU,0.190808141185185,62176,8,10000,10000,4 vec label
CPU,0.771259003857143,62176,8,10000,50000,4 vec label
CPU,1.51944309925,62176,8,10000,100000,4 vec label
CPU,2.9251237035,62176,8,10000,200000,4 vec label
CPU,0.00676352861434371,49024,16,50,10000,4 vec label
CPU,0.03141121603125,49024,16,50,50000,4 vec label
CPU,0.0623505678271605,49024,16,50,100000,4 vec label
CPU,0.109241146,49024,16,50,200000,4 vec label
CPU,0.300275770411765,49024,16,50,500000,4 vec label
CPU,0.0081984785295082,62176,16,100,10000,4 vec label
CPU,0.0346954775793103,62176,16,100,50000,4 vec label
CPU,0.0668350812666667,62176,16,100,100000,4 vec label
CPU,0.0996291447843137,62176,16,100,200000,4 vec label
CPU,0.3459317754,62176,16,100,500000,4 vec label
CPU,0.0575533051724138,62176,16,1000,10000,4 vec label
CPU,0.2501641568,62176,16,1000,50000,4 vec label
CPU,0.460012340636364,62176,16,1000,100000,4 vec label
CPU,0.944070808833333,62176,16,1000,200000,4 vec label
CPU,2.34570141633333,62176,16,1000,500000,4 vec label
CPU,0.106654471638298,62176,16,2000,10000,4 vec label
CPU,0.355291950666667,62176,16,2000,50000,4 vec label
CPU,0.679459853,62176,16,2000,100000,4 vec label
CPU,1.34679135075,62176,16,2000,200000,4 vec label
CPU,3.3564824605,62176,16,2000,500000,4 vec label
CPU,0.226015393217391,62176,16,5000,10000,4 vec label
CPU,0.857859333333333,62176,16,5000,50000,4 vec label
CPU,1.67507933633333,62176,16,5000,100000,4 vec label
CPU,3.3763067735,62176,16,5000,200000,4 vec label
CPU,8.32992465,62176,16,5000,500000,4 vec label
CPU,0.498603620090909,62176,16,10000,10000,4 vec label
CPU,1.68098720933333,62176,16,10000,50000,4 vec label
CPU,3.3455117515,62176,16,10000,100000,4 vec label
CPU,6.678985397,62176,16,10000,200000,4 vec label
CPU,0.0130056137454545,49024,32,50,10000,4 vec label
CPU,0.0635190203797468,49024,32,50,50000,4 vec label
CPU,0.12258781302439,49024,32,50,100000,4 vec label
CPU,0.239825611809524,49024,32,50,200000,4 vec label
CPU,0.604748497777778,49024,32,50,500000,4 vec label
CPU,0.0205593523483607,62176,32,100,10000,4 vec label
CPU,0.0926503338518519,62176,32,100,50000,4 vec label
CPU,0.180606622035714,62176,32,100,100000,4 vec label
CPU,0.341357822266667,62176,32,100,200000,4 vec label
CPU,0.854600647,62176,32,100,500000,4 vec label
CPU,0.146183207571429,62176,32,1000,10000,4 vec label
CPU,0.63006086075,62176,32,1000,50000,4 vec label
CPU,1.1618195796,62176,32,1000,100000,4 vec label
CPU,2.312971673,62176,32,1000,200000,4 vec label
CPU,5.697948382,62176,32,1000,500000,4 vec label
CPU,0.273239487578947,62176,32,2000,10000,4 vec label
CPU,1.1742172056,62176,32,2000,50000,4 vec label
CPU,2.24953098566667,62176,32,2000,100000,4 vec label
CPU,4.5017337875,62176,32,2000,200000,4 vec label
CPU,10.923599157,62176,32,2000,500000,4 vec label
CPU,0.62642348825,62176,32,5000,10000,4 vec label
CPU,2.750560801,62176,32,5000,50000,4 vec label
CPU,5.496520403,62176,32,5000,100000,4 vec label
CPU,11.149616781,62176,32,5000,200000,4 vec label
CPU,27.564974322,62176,32,5000,500000,4 vec label
CPU,1.3603423235,62176,32,10000,10000,4 vec label
CPU,6.376968849,62176,32,10000,50000,4 vec label
CPU,12.891446195,62176,32,10000,100000,4 vec label
CPU,21.767001157,62176,32,10000,200000,4 vec label
CPU,0.0326342552597403,60521600,2,50,10000,8 scalar label
CPU,0.0341353055918367,60521600,2,50,50000,8 scalar label
CPU,0.0365661273357664,60521600,2,50,100000,8 scalar label
CPU,0.0420851494621849,60521600,2,50,200000,8 scalar label
CPU,0.0648261676666667,60521600,2,50,500000,8 scalar label
CPU,0.0426276426525424,77078144,2,100,10000,8 scalar label
CPU,0.04532656,77078144,2,100,50000,8 scalar label
CPU,0.0508307029292929,77078144,2,100,100000,8 scalar label
CPU,0.0651194888831169,77078144,2,100,200000,8 scalar label
CPU,0.115062230159091,77078144,2,100,500000,8 scalar label
CPU,0.0591343994,77078144,2,1000,10000,8 scalar label
CPU,0.120804475452381,77078144,2,1000,50000,8 scalar label
CPU,0.20390353888,77078144,2,1000,100000,8 scalar label
CPU,0.308070262058824,77078144,2,1000,200000,8 scalar label
CPU,0.596425387666667,77078144,2,1000,500000,8 scalar label
CPU,0.0811374020967742,77078144,2,2000,10000,8 scalar label
CPU,0.213602032791667,77078144,2,2000,50000,8 scalar label
CPU,0.3159434323125,77078144,2,2000,100000,8 scalar label
CPU,0.5010047882,77078144,2,2000,200000,8 scalar label
CPU,1.0985224068,77078144,2,2000,500000,8 scalar label
CPU,0.161321939290323,77078144,2,5000,10000,8 scalar label
CPU,0.373427358571429,77078144,2,5000,50000,8 scalar label
CPU,0.625903918875,77078144,2,5000,100000,8 scalar label
CPU,1.1220550466,77078144,2,5000,200000,8 scalar label
CPU,2.5995818915,77078144,2,5000,500000,8 scalar label
CPU,0.25316980555,77078144,2,10000,10000,8 scalar label
CPU,0.6757484015,77078144,2,10000,50000,8 scalar label
CPU,1.1734771774,77078144,2,10000,100000,8 scalar label
CPU,2.14645639366667,77078144,2,10000,200000,8 scalar label
CPU,5.084401092,77078144,2,10000,500000,8 scalar label
CPU,0.0330379979605263,60521600,4,50,10000,8 scalar label
CPU,0.0358031472071429,60521600,4,50,50000,8 scalar label
CPU,0.0394383941574803,60521600,4,50,100000,8 scalar label
CPU,0.0479103813619048,60521600,4,50,200000,8 scalar label
CPU,0.0763745306363636,60521600,4,50,500000,8 scalar label
CPU,0.0429347998888889,77078144,4,100,10000,8 scalar label
CPU,0.0481629773653846,77078144,4,100,50000,8 scalar label
CPU,0.0566886633258427,77078144,4,100,100000,8 scalar label
CPU,0.0755238526567164,77078144,4,100,200000,8 scalar label
CPU,0.141092056416667,77078144,4,100,500000,8 scalar label
CPU,0.0757639834090909,77078144,4,1000,10000,8 scalar label
CPU,0.148354336558824,77078144,4,1000,50000,8 scalar label
CPU,0.25893398085,77078144,4,1000,100000,8 scalar label
CPU,0.398748825923077,77078144,4,1000,200000,8 scalar label
CPU,0.806046422571429,77078144,4,1000,500000,8 scalar label
CPU,0.116791755860465,77078144,4,2000,10000,8 scalar label
CPU,0.272526250578947,77078144,4,2000,50000,8 scalar label
CPU,0.415981737076923,77078144,4,2000,100000,8 scalar label
CPU,0.687541702875,77078144,4,2000,200000,8 scalar label
CPU,1.5124027965,77078144,4,2000,500000,8 scalar label
CPU,0.227572521,77078144,4,5000,10000,8 scalar label
CPU,0.5308737411,77078144,4,5000,50000,8 scalar label
CPU,0.889108378,77078144,4,5000,100000,8 scalar label
CPU,1.56404109175,77078144,4,5000,200000,8 scalar label
CPU,3.575685465,77078144,4,5000,500000,8 scalar label
CPU,0.404227080538462,77078144,4,10000,10000,8 scalar label
CPU,0.996051300833334,77078144,4,10000,50000,8 scalar label
CPU,1.64754792975,77078144,4,10000,100000,8 scalar label
CPU,2.990800987,77078144,4,10000,200000,8 scalar label
CPU,6.996396357,77078144,4,10000,500000,8 scalar label
CPU,0.0342873093082192,60521600,8,50,10000,8 scalar label
CPU,0.0391708487890625,60521600,8,50,50000,8 scalar label
CPU,0.045163785981982,60521600,8,50,100000,8 scalar label
CPU,0.0570975964772727,60521600,8,50,200000,8 scalar label
CPU,0.0965607534807692,60521600,8,50,500000,8 scalar label
CPU,0.0458991027614679,77078144,8,100,10000,8 scalar label
CPU,0.0549708868461539,77078144,8,100,50000,8 scalar label
CPU,0.0676789860405406,77078144,8,100,100000,8 scalar label
CPU,0.0913701311785714,77078144,8,100,200000,8 scalar label
CPU,0.179137193535714,77078144,8,100,500000,8 scalar label
CPU,0.110020852652174,77078144,8,1000,10000,8 scalar label
CPU,0.21926648826087,77078144,8,1000,50000,8 scalar label
CPU,0.344331133533333,77078144,8,1000,100000,8 scalar label
CPU,0.541396425,77078144,8,1000,200000,8 scalar label
CPU,1.1081611628,77078144,8,1000,500000,8 scalar label
CPU,0.179880178964286,77078144,8,2000,10000,8 scalar label
CPU,0.368717596142857,77078144,8,2000,50000,8 scalar label
CPU,0.567890596777778,77078144,8,2000,100000,8 scalar label
CPU,0.985479976166667,77078144,8,2000,200000,8 scalar label
CPU,2.119460594,77078144,8,2000,500000,8 scalar label
CPU,0.388227896846154,77078144,8,5000,10000,8 scalar label
CPU,0.813829093571429,77078144,8,5000,50000,8 scalar label
CPU,1.3188789425,77078144,8,5000,100000,8 scalar label
CPU,2.22892261066667,77078144,8,5000,200000,8 scalar label
CPU,5.042402499,77078144,8,5000,500000,8 scalar label
CPU,0.757650179428572,77078144,8,10000,10000,8 scalar label
CPU,1.57859723225,77078144,8,10000,50000,8 scalar label
CPU,2.42200428466667,77078144,8,10000,100000,8 scalar label
CPU,4.3916436235,77078144,8,10000,200000,8 scalar label
CPU,0.0425247741949153,60521600,16,50,10000,8 scalar label
CPU,0.0598238409642857,60521600,16,50,50000,8 scalar label
CPU,0.0778470163692308,60521600,16,50,100000,8 scalar label
CPU,0.115206497409091,60521600,16,50,200000,8 scalar label
CPU,0.231980132272727,60521600,16,50,500000,8 scalar label
CPU,0.0617470140493827,77078144,16,100,10000,8 scalar label
CPU,0.0818392142096774,77078144,16,100,50000,8 scalar label
CPU,0.106454777895833,77078144,16,100,100000,8 scalar label
CPU,0.155098182151515,77078144,16,100,200000,8 scalar label
CPU,0.3213792898125,77078144,16,100,500000,8 scalar label
CPU,0.231018503818182,77078144,16,1000,10000,8 scalar label
CPU,0.393513094,77078144,16,1000,50000,8 scalar label
CPU,0.555953499666667,77078144,16,1000,100000,8 scalar label
CPU,0.910140709666667,77078144,16,1000,200000,8 scalar label
CPU,1.882103895,77078144,16,1000,500000,8 scalar label
CPU,0.406678518461538,77078144,16,2000,10000,8 scalar label
CPU,0.718994875571429,77078144,16,2000,50000,8 scalar label
CPU,1.0785443848,77078144,16,2000,100000,8 scalar label
CPU,1.72048255066667,77078144,16,2000,200000,8 scalar label
CPU,3.705431916,77078144,16,2000,500000,8 scalar label
CPU,0.9975233715,77078144,16,5000,10000,8 scalar label
CPU,1.71412572566667,77078144,16,5000,50000,8 scalar label
CPU,2.545733817,77078144,16,5000,100000,8 scalar label
CPU,4.201256865,77078144,16,5000,200000,8 scalar label
CPU,9.157303932,77078144,16,5000,500000,8 scalar label
CPU,1.997436031,77078144,16,10000,10000,8 scalar label
CPU,3.350977076,77078144,16,10000,50000,8 scalar label
CPU,4.9219353,77078144,16,10000,100000,8 scalar label
CPU,8.346536813,77078144,16,10000,200000,8 scalar label
CPU,0.0796016314603175,60521600,32,50,10000,8 scalar label
CPU,0.126023251925,60521600,32,50,50000,8 scalar label
CPU,0.191248272259259,60521600,32,50,100000,8 scalar label
CPU,0.301596390470588,60521600,32,50,200000,8 scalar label
CPU,0.6368072805,60521600,32,50,500000,8 scalar label
CPU,0.114606342886364,77078144,32,100,10000,8 scalar label
CPU,0.161808201967742,77078144,32,100,50000,8 scalar label
CPU,0.22207350773913,77078144,32,100,100000,8 scalar label
CPU,0.3498663446,77078144,32,100,200000,8 scalar label
CPU,0.738371190285714,77078144,32,100,500000,8 scalar label
CPU,0.751162488428572,77078144,32,1000,10000,8 scalar label
CPU,1.0857565838,77078144,32,1000,50000,8 scalar label
CPU,1.48388294675,77078144,32,1000,100000,8 scalar label
CPU,2.119178194,77078144,32,1000,200000,8 scalar label
CPU,4.2864774545,77078144,32,1000,500000,8 scalar label
CPU,1.487310274,77078144,32,2000,10000,8 scalar label
CPU,2.14407825066667,77078144,32,2000,50000,8 scalar label
CPU,2.9150937885,77078144,32,2000,100000,8 scalar label
CPU,4.2710684615,77078144,32,2000,200000,8 scalar label
CPU,8.409960004,77078144,32,2000,500000,8 scalar label
CPU,3.689209739,77078144,32,5000,10000,8 scalar label
CPU,5.18099513,77078144,32,5000,50000,8 scalar label
CPU,6.985532954,77078144,32,5000,100000,8 scalar label
CPU,10.438765461,77078144,32,5000,200000,8 scalar label
CPU,20.943651943,77078144,32,5000,500000,8 scalar label
CPU,7.335034224,77078144,32,10000,10000,8 scalar label
CPU,10.235818903,77078144,32,10000,50000,8 scalar label
CPU,13.709864332,77078144,32,10000,100000,8 scalar label
CPU,20.691189105,77078144,32,10000,200000,8 scalar label
CPU,0.00165624891733068,49024,2,50,10000,8 vec label
CPU,0.00628844594842767,49024,2,50,50000,8 vec label
CPU,0.012299267029484,49024,2,50,100000,8 vec label
CPU,0.0243296900728155,49024,2,50,200000,8 vec label
CPU,0.0664240247894737,49024,2,50,500000,8 vec label
CPU,0.00244882502306183,62176,2,100,10000,8 vec label
CPU,0.00990068245544555,62176,2,100,50000,8 vec label
CPU,0.019998905972,62176,2,100,100000,8 vec label
CPU,0.0392925901015625,62176,2,100,200000,8 vec label
CPU,0.0969334273076923,62176,2,100,500000,8 vec label
CPU,0.0184384740258303,62176,2,1000,10000,8 vec label
CPU,0.0741203801176471,62176,2,1000,50000,8 vec label
CPU,0.1434799586,62176,2,1000,100000,8 vec label
CPU,0.283205123333333,62176,2,1000,200000,8 vec label
CPU,0.696174972125,62176,2,1000,500000,8 vec label
CPU,0.0353606353169014,62176,2,2000,10000,8 vec label
CPU,0.150875194705882,62176,2,2000,50000,8 vec label
CPU,0.288891846777778,62176,2,2000,100000,8 vec label
CPU,0.563567776777778,62176,2,2000,200000,8 vec label
CPU,1.3657688655,62176,2,2000,500000,8 vec label
CPU,0.0878937840350877,62176,2,5000,10000,8 vec label
CPU,0.345104684666667,62176,2,5000,50000,8 vec label
CPU,0.682796949875,62176,2,5000,100000,8 vec label
CPU,1.3672507795,62176,2,5000,200000,8 vec label
CPU,3.3540262245,62176,2,5000,500000,8 vec label
CPU,0.169819290533333,62176,2,10000,10000,8 vec label
CPU,0.68413522225,62176,2,10000,50000,8 vec label
CPU,1.3377695215,62176,2,10000,100000,8 vec label
CPU,2.694440535,62176,2,10000,200000,8 vec label
CPU,6.70584547,62176,2,10000,500000,8 vec label
CPU,0.00197340797034401,49024,4,50,10000,8 vec label
CPU,0.00784801227315542,49024,4,50,50000,8 vec label
CPU,0.01566684198125,49024,4,50,100000,8 vec label
CPU,0.0312056371118012,49024,4,50,200000,8 vec label
CPU,0.0723196440571429,49024,4,50,500000,8 vec label
CPU,0.00316159386329114,62176,4,100,10000,8 vec label
CPU,0.0132509458783069,62176,4,100,50000,8 vec label
CPU,0.0262007276701571,62176,4,100,100000,8 vec label
CPU,0.0516243434226804,62176,4,100,200000,8 vec label
CPU,0.130477945435897,62176,4,100,500000,8 vec label
CPU,0.0237821883080569,62176,4,1000,10000,8 vec label
CPU,0.0996261119215686,62176,4,1000,50000,8 vec label
CPU,0.199564732153846,62176,4,1000,100000,8 vec label
CPU,0.379664465285714,62176,4,1000,200000,8 vec label
CPU,0.943557428,62176,4,1000,500000,8 vec label
CPU,0.0476760502857143,62176,4,2000,10000,8 vec label
CPU,0.198525325884615,62176,4,2000,50000,8 vec label
CPU,0.388749398846154,62176,4,2000,100000,8 vec label
CPU,0.754736068714286,62176,4,2000,200000,8 vec label
CPU,1.87216499933333,62176,4,2000,500000,8 vec label
CPU,0.118380313604651,62176,4,5000,10000,8 vec label
CPU,0.496683448272727,62176,4,5000,50000,8 vec label
CPU,0.928761932833333,62176,4,5000,100000,8 vec label
CPU,1.85237445133333,62176,4,5000,200000,8 vec label
CPU,4.555270477,62176,4,5000,500000,8 vec label
CPU,0.219594842869565,62176,4,10000,10000,8 vec label
CPU,0.931782923166667,62176,4,10000,50000,8 vec label
CPU,1.82452083266667,62176,4,10000,100000,8 vec label
CPU,3.675275968,62176,4,10000,200000,8 vec label
CPU,9.058059353,62176,4,10000,500000,8 vec label
CPU,0.00640277674903969,49024,8,50,10000,8 vec label
CPU,0.0345082180137931,49024,8,50,50000,8 vec label
CPU,0.0655885831168831,49024,8,50,100000,8 vec label
CPU,0.143109642714286,49024,8,50,200000,8 vec label
CPU,0.307551260294118,49024,8,50,500000,8 vec label
CPU,0.00766051961562022,62176,8,100,10000,8 vec label
CPU,0.0347229734791667,62176,8,100,50000,8 vec label
CPU,0.0642409960384615,62176,8,100,100000,8 vec label
CPU,0.139598982945946,62176,8,100,200000,8 vec label
CPU,0.31881853675,62176,8,100,500000,8 vec label
CPU,0.0433867236637931,62176,8,1000,10000,8 vec label
CPU,0.15691806946875,62176,8,1000,50000,8 vec label
CPU,0.308244796823529,62176,8,1000,100000,8 vec label
CPU,0.601121563555556,62176,8,1000,200000,8 vec label
CPU,1.5012258735,62176,8,1000,500000,8 vec label
CPU,0.0829080614426229,62176,8,2000,10000,8 vec label
CPU,0.318732579375,62176,8,2000,50000,8 vec label
CPU,0.594641325555556,62176,8,2000,100000,8 vec label
CPU,1.1928856414,62176,8,2000,200000,8 vec label
CPU,2.963759329,62176,8,2000,500000,8 vec label
CPU,0.182759955714286,62176,8,5000,10000,8 vec label
CPU,0.767286959142857,62176,8,5000,50000,8 vec label
CPU,1.44866676125,62176,8,5000,100000,8 vec label
CPU,2.9444037105,62176,8,5000,200000,8 vec label
CPU,7.312778406,62176,8,5000,500000,8 vec label
CPU,0.343627083133333,62176,8,10000,10000,8 vec label
CPU,1.45202289225,62176,8,10000,50000,8 vec label
CPU,2.943609737,62176,8,10000,100000,8 vec label
CPU,5.750008514,62176,8,10000,200000,8 vec label
CPU,0.012648369040404,49024,16,50,10000,8 vec label
CPU,0.0592798021647059,49024,16,50,50000,8 vec label
CPU,0.122460987902439,49024,16,50,100000,8 vec label
CPU,0.264768802157895,49024,16,50,200000,8 vec label
CPU,0.594034552,49024,16,50,500000,8 vec label
CPU,0.0153527913834356,62176,16,100,10000,8 vec label
CPU,0.0690495312465753,62176,16,100,50000,8 vec label
CPU,0.150247324617647,62176,16,100,100000,8 vec label
CPU,0.308202352764706,62176,16,100,200000,8 vec label
CPU,0.697066517,62176,16,100,500000,8 vec label
CPU,0.110049023847826,62176,16,1000,10000,8 vec label
CPU,0.5001498478,62176,16,1000,50000,8 vec label
CPU,0.792081563428572,62176,16,1000,100000,8 vec label
CPU,1.572363324,62176,16,1000,200000,8 vec label
CPU,3.9867469775,62176,16,1000,500000,8 vec label
CPU,0.186046995185185,62176,16,2000,10000,8 vec label
CPU,0.957438089166667,62176,16,2000,50000,8 vec label
CPU,1.55933962725,62176,16,2000,100000,8 vec label
CPU,3.046810901,62176,16,2000,200000,8 vec label
CPU,7.619723899,62176,16,2000,500000,8 vec label
CPU,0.435972086083333,62176,16,5000,10000,8 vec label
CPU,1.919856665,62176,16,5000,50000,8 vec label
CPU,4.777547251,62176,16,5000,100000,8 vec label
CPU,7.870324726,62176,16,5000,200000,8 vec label
CPU,19.38572889,62176,16,5000,500000,8 vec label
CPU,0.838705871833333,62176,16,10000,10000,8 vec label
CPU,3.868660558,62176,16,10000,50000,8 vec label
CPU,9.126533156,62176,16,10000,100000,8 vec label
CPU,15.587953812,62176,16,10000,200000,8 vec label
CPU,0.0259493601554404,49024,32,50,10000,8 vec label
CPU,0.12197919704878,49024,32,50,50000,8 vec label
CPU,0.244442476714286,49024,32,50,100000,8 vec label
CPU,0.479341721727273,49024,32,50,200000,8 vec label
CPU,1.2388735994,49024,32,50,500000,8 vec label
CPU,0.0383026116412214,62176,32,100,10000,8 vec label
CPU,0.174532809413793,62176,32,100,50000,8 vec label
CPU,0.3469834988,62176,32,100,100000,8 vec label
CPU,0.68574743575,62176,32,100,200000,8 vec label
CPU,1.6268771745,62176,32,100,500000,8 vec label
CPU,0.298536239411765,62176,32,1000,10000,8 vec label
CPU,1.3271981365,62176,32,1000,50000,8 vec label
CPU,2.7003354455,62176,32,1000,100000,8 vec label
CPU,5.486591142,62176,32,1000,200000,8 vec label
CPU,13.499547974,62176,32,1000,500000,8 vec label
CPU,0.568129036333333,62176,32,2000,10000,8 vec label
CPU,2.6322685305,62176,32,2000,50000,8 vec label
CPU,5.270088502,62176,32,2000,100000,8 vec label
CPU,10.815932614,62176,32,2000,200000,8 vec label
CPU,26.465352097,62176,32,2000,500000,8 vec label
CPU,1.3760462065,62176,32,5000,10000,8 vec label
CPU,6.523039123,62176,32,5000,50000,8 vec label
CPU,13.016406341,62176,32,5000,100000,8 vec label
CPU,26.107575928,62176,32,5000,200000,8 vec label
CPU,66.97263611,62176,32,5000,500000,8 vec label
CPU,2.7067949245,62176,32,10000,10000,8 vec label
CPU,12.963979822,62176,32,10000,50000,8 vec label
CPU,25.899427465,62176,32,10000,100000,8 vec label
CPU,52.708420581,62176,32,10000,200000,8 vec label
